,Rteam_TOP,Bteam_TOP,Rteam_MIDDLE,Bteam_MIDDLE,Rteam_BOTTOM,Bteam_BOTTOM,Rteam_SUPPORT,Bteam_SUPPORT,Rteam_JUNGLE,Bteam_JUNGLE
35658,Gangplank,Viktor,Leblanc,Akali,Ashe,Kaisa,Rakan,Leona,Ekko,Olaf
35662,Renekton,Jayce,Fizz,Kassadin,Sivir,Xayah,Fiddlesticks,Morgana,Qiyana,Ekko
35666,Kled,Jax,Katarina,Malzahar,Kaisa,Draven,Leona,Nautilus,Nidalee,Khazix
35667,Kennen,Akali,Ryze,Qiyana,Vayne,Xayah,Pyke,Soraka,Zac,Sylas
35677,Kennen,Ryze,Fizz,Syndra,Sivir,Ezreal,Fiddlesticks,Gragas,XinZhao,Khazix
35680,Jax,Kayle,Qiyana,Garen,Draven,Kaisa,Nautilus,Blitzcrank,Taliyah,Kindred
35684,Fiora,Garen,Fizz,Cassiopeia,Kaisa,Heimerdinger,Thresh,Pyke,RekSai,LeeSin
35685,Shen,Kennen,Fizz,Kassadin,Lucian,Kaisa,Thresh,Fiddlesticks,Olaf,Rengar
35689,Tryndamere,Aatrox,Ryze,Cassiopeia,Ezreal,Kaisa,Xerath,Nautilus,Sylas,Khazix
35690,Kayle,Poppy,Ahri,Ryze,Ezreal,Kaisa,Xerath,Thresh,Graves,LeeSin
35696,Fiora,Kennen,Fizz,Pantheon,Tristana,Ezreal,Thresh,Nautilus,Olaf,LeeSin
35697,Jayce,Maokai,Viktor,Talon,Tristana,Kaisa,Blitzcrank,Alistar,Qiyana,Nidalee
35698,Rumble,Pantheon,Galio,Qiyana,Kaisa,MissFortune,Nautilus,Blitzcrank,LeeSin,Taliyah
35700,Heimerdinger,Fiora,Teemo,Orianna,Lucian,Ashe,Nami,Soraka,Qiyana,Kaisa
35702,Irelia,Kled,Rumble,Yasuo,Xayah,Kaisa,Bard,Thresh,Zac,LeeSin
35706,Renekton,Kayle,TwistedFate,Tristana,MissFortune,Lux,Blitzcrank,Pyke,LeeSin,Khazix
35707,Kled,Kayle,Camille,Yasuo,Ezreal,Kaisa,Karma,Nautilus,Nidalee,XinZhao
35709,Jax,Akali,Katarina,Yasuo,Garen,Kaisa,Yuumi,Morgana,Gragas,LeeSin
35714,Kayle,Poppy,Kassadin,Fizz,Yasuo,Lucian,Gragas,Blitzcrank,LeeSin,JarvanIV
35715,Jayce,Jax,Leblanc,Malzahar,Ezreal,Ashe,Blitzcrank,Janna,LeeSin,Ekko
35721,Kennen,Fiora,Katarina,Zoe,Caitlyn,Kaisa,Nautilus,Blitzcrank,Olaf,Karthus
35724,Vayne,Lucian,Pantheon,Karma,Ashe,Kaisa,Leona,Alistar,Taliyah,Elise
35726,Rumble,Fiora,Akali,Heimerdinger,Lucian,Kaisa,Rakan,Alistar,LeeSin,Karthus
35731,Rengar,Mordekaiser,Pantheon,Ekko,Lucian,Kaisa,Morgana,Gragas,Shyvana,RekSai
35736,Ornn,Akali,Tristana,Vladimir,Jhin,Kaisa,Bard,Nautilus,Ekko,Kindred
35738,Ryze,Karma,Ekko,Kassadin,Lucian,Varus,Leona,Thresh,RekSai,LeeSin
35741,Jax,Vladimir,Kassadin,Katarina,Kaisa,Xayah,Nautilus,Braum,LeeSin,Elise
35743,Garen,Illaoi,Leblanc,Pantheon,Xayah,Jhin,Rakan,Brand,XinZhao,Elise
35750,Akali,Renekton,Leblanc,Ekko,Jinx,Kaisa,Thresh,Swain,LeeSin,Taliyah
35753,Quinn,Kayle,Diana,Azir,Ezreal,Xayah,Nautilus,Morgana,Pantheon,LeeSin
35756,Akali,Karma,Ahri,Ekko,Kaisa,Varus,Thresh,Lulu,LeeSin,Kindred
35757,DrMundo,Rumble,Fizz,Sylas,Jinx,Vayne,Leona,Lulu,Ekko,LeeSin
35759,Kennen,Olaf,Ahri,Cassiopeia,Kaisa,Xayah,Blitzcrank,Maokai,LeeSin,Nidalee
35760,Tristana,Gangplank,Leblanc,Annie,Lucian,Caitlyn,Pyke,Thresh,Nidalee,LeeSin
35761,Shyvana,Jax,Ezreal,Syndra,Kaisa,Xayah,Nami,Gragas,Taliyah,Karthus
35762,Kled,Akali,Ahri,Zed,Ezreal,Kaisa,Morgana,Thresh,Gragas,Nidalee
35764,Garen,Gnar,Malzahar,Fizz,Heimerdinger,Yasuo,Pyke,Lulu,Khazix,Nidalee
35766,Riven,Camille,Camille,Ezreal,Kaisa,Jinx,Nautilus,Lulu,Udyr,Ornn
35769,Akali,Ahri,Fizz,Galio,MissFortune,Ezreal,Leona,Pyke,LeeSin,Aatrox
35774,Illaoi,Jayce,Akali,Ahri,Kaisa,Lucian,Nautilus,Morgana,LeeSin,Rammus
35776,Akali,Darius,Neeko,Yasuo,Lucian,Syndra,Lux,Nautilus,LeeSin,LeeSin
35781,Vayne,Aatrox,Zoe,TwistedFate,Irelia,Sivir,Urgot,Lux,LeeSin,Twitch
35783,Yasuo,Fiora,Ahri,Yasuo,Kaisa,Ezreal,Teemo,Thresh,LeeSin,Gragas
35784,Darius,Camille,Pyke,Xerath,Ezreal,Kaisa,Neeko,Rakan,Rengar,Graves
35789,Aatrox,Heimerdinger,Syndra,Ahri,Lucian,Ashe,Blitzcrank,Leona,LeeSin,RekSai
35791,Camille,Akali,Ahri,Ekko,Lucian,Kaisa,Janna,Nautilus,Olaf,LeeSin
35793,Pantheon,Teemo,Ahri,Kassadin,MissFortune,Varus,Alistar,Leona,Qiyana,RekSai
35794,Renekton,Pantheon,Ahri,Lissandra,MissFortune,Kaisa,Blitzcrank,Thresh,Karthus,Gragas
35801,Gangplank,Kled,Kassadin,Ahri,Ashe,Kaisa,TahmKench,Leona,Zac,Olaf
35802,Aatrox,Gangplank,Ahri,Galio,Kaisa,Lucian,Rakan,Alistar,Amumu,LeeSin
35805,Garen,Vayne,Diana,Akali,Kaisa,Vladimir,Bard,Ornn,Shaco,Lucian
35806,Lucian,Kayle,Ahri,TwistedFate,Tristana,Garen,Rakan,Yuumi,Ekko,Rengar
35808,Irelia,Garen,Talon,Ahri,Xayah,Kaisa,Rakan,Pyke,LeeSin,Gragas
35811,Fiora,Aatrox,Talon,Yasuo,Jinx,Kayle,Rakan,Yuumi,XinZhao,LeeSin
35813,Draven,Ornn,Ryze,Ahri,Ezreal,Kaisa,Nautilus,Alistar,LeeSin,Elise
35818,Rengar,Camille,Ahri,Heimerdinger,Ezreal,Kaisa,Karma,Leona,Elise,DrMundo
35819,Kennen,Garen,TwistedFate,Leblanc,Yasuo,Lucian,Karma,Lulu,Gragas,Olaf
35820,Tryndamere,Vladimir,Yasuo,Zoe,Caitlyn,Xayah,Morgana,Lulu,Gragas,LeeSin
35821,Kennen,Ryze,Zoe,Galio,Kaisa,MissFortune,Thresh,Lulu,Shaco,Riven
35822,Jax,Renekton,Lucian,Ahri,Ezreal,Kaisa,Yuumi,Lux,Karthus,Ekko
35824,Garen,Karma,Ahri,AurelionSol,Ashe,Swain,Cassiopeia,Soraka,LeeSin,Twitch
35825,Vladimir,Jayce,Kayle,Ahri,Varus,Ezreal,Velkoz,Cassiopeia,JarvanIV,Ekko
35826,Vladimir,Pantheon,TwistedFate,Katarina,Kaisa,Lucian,Lulu,Thresh,LeeSin,Garen
35830,Riven,Mordekaiser,Ashe,Katarina,Lucian,Ashe,Thresh,Blitzcrank,Evelynn,Hecarim
35833,Fiora,Camille,Ahri,Yasuo,Ezreal,Lucian,Lux,Nautilus,Shyvana,Taliyah
35844,Ornn,Vayne,AurelionSol,Ahri,Jinx,Yasuo,Thresh,Pyke,JarvanIV,RekSai
35845,Illaoi,Vladimir,Talon,Ahri,Ashe,Jinx,Morgana,Thresh,Amumu,Twitch
35846,Ryze,Yorick,Ahri,Katarina,Twitch,Caitlyn,Karma,Morgana,LeeSin,JarvanIV
35847,Ahri,Camille,Leblanc,Renekton,Kalista,Ashe,Lux,Morgana,LeeSin,DrMundo
35857,Fiora,Soraka,Taliyah,Fizz,Kaisa,Vayne,Nautilus,Pyke,Ivern,Qiyana
35858,Soraka,Kayle,Talon,Aatrox,Lucian,Kaisa,Thresh,Nautilus,Elise,Gragas
35865,Draven,DrMundo,Veigar,Heimerdinger,Ezreal,Ashe,Janna,Swain,Nidalee,LeeSin
35875,Soraka,Aatrox,Katarina,Syndra,Yasuo,Jinx,Shen,Thresh,Nunu,LeeSin
35876,Camille,Draven,Galio,Katarina,Jinx,Ashe,Shen,TahmKench,Kindred,Nunu
35877,Jax,Draven,Irelia,Camille,Kaisa,Ezreal,Gragas,Galio,Shyvana,Nidalee
35880,Warwick,Soraka,Zed,Orianna,Vayne,Caitlyn,Leona,Blitzcrank,XinZhao,Kaisa
35883,Draven,Vayne,Ornn,Skarner,Jinx,Caitlyn,Soraka,Velkoz,Amumu,Rumble
35884,Jayce,Draven,AurelionSol,Ahri,Jinx,Vayne,Lux,Yuumi,Ekko,Olaf
35886,Vladimir,Draven,Leblanc,Sylas,Ezreal,Lucian,Yuumi,Pyke,LeeSin,Nidalee
35887,Akali,Pantheon,Zed,Draven,Kaisa,Caitlyn,Blitzcrank,Alistar,RekSai,Karthus
35892,Mordekaiser,Malphite,Jayce,TwistedFate,Lucian,Draven,Thresh,Leona,LeeSin,DrMundo
35893,Shen,Renekton,Galio,Leblanc,Heimerdinger,MissFortune,Xerath,Leona,Vi,JarvanIV
35896,Vladimir,Soraka,Irelia,TwistedFate,Twitch,Draven,Rakan,Pyke,Karthus,JarvanIV
35901,Renekton,Draven,TwistedFate,Vladimir,Lucian,Jinx,Pyke,Thresh,Kayn,LeeSin
35903,Irelia,Draven,Nocturne,Annie,MissFortune,Lucian,Nautilus,Alistar,Gragas,Taliyah
35911,Pantheon,Draven,Zoe,Ryze,Kaisa,Xayah,Fiddlesticks,Thresh,RekSai,Elise
35916,TwistedFate,Draven,Camille,Pyke,Yasuo,Jinx,Shaco,MissFortune,LeeSin,Olaf
35917,Rengar,Ziggs,Neeko,Vladimir,Varus,Tristana,Blitzcrank,Pyke,LeeSin,Zac
35918,Soraka,Riven,Irelia,Yasuo,Ezreal,Jhin,Blitzcrank,Galio,Zac,Ekko
35920,Soraka,Maokai,Viktor,Sylas,Vayne,Ashe,Nami,Pyke,Nasus,LeeSin
35924,Fiora,Draven,Orianna,Leblanc,Lucian,Ezreal,Leona,TahmKench,Karthus,XinZhao
35926,Soraka,Pantheon,Renekton,Kassadin,Kaisa,Ashe,Morgana,TahmKench,Ekko,Nidalee
35940,Vladimir,Soraka,Zed,Ekko,Tristana,Ezreal,Alistar,Bard,Elise,Shaco
35941,Irelia,Draven,Orianna,Renekton,Xayah,Caitlyn,Nautilus,Rakan,Taliyah,Elise
35943,Kled,Vladimir,Rumble,Fiora,Lucian,Kaisa,Sona,Xerath,Kindred,DrMundo
35947,Rengar,Soraka,Ekko,Heimerdinger,Ezreal,Kaisa,Karma,Zilean,Nunu,LeeSin
35953,Aatrox,Draven,Xerath,Galio,Kaisa,Leblanc,Leona,Ahri,DrMundo,Hecarim
35955,Vladimir,Irelia,Nocturne,Yasuo,MissFortune,Kaisa,Nautilus,Gragas,Taliyah,LeeSin
35960,Jax,Vladimir,Fizz,Syndra,Jinx,Lucian,Leona,Braum,Nidalee,LeeSin
35963,Kayle,Fiora,Ezreal,Zoe,Lucian,Tristana,Blitzcrank,Leona,Nocturne,RekSai
35965,Akali,Darius,Leblanc,Vladimir,Sivir,Caitlyn,Blitzcrank,Thresh,LeeSin,Zac
35966,Kayle,Irelia,Akali,Ahri,Caitlyn,Kaisa,Lulu,Bard,JarvanIV,Khazix
35968,Aatrox,Malzahar,Katarina,Kayle,Kaisa,Lucian,Nautilus,Pyke,Khazix,Graves
35970,Kayle,Camille,Yasuo,Akali,Ezreal,Xayah,Rakan,Nautilus,Gragas,Shyvana
35972,Irelia,Aatrox,Nocturne,Tristana,MissFortune,Kaisa,Janna,Leona,Karthus,Kindred
35975,Ornn,Vladimir,Qiyana,Zed,Xayah,Ashe,Thresh,Blitzcrank,Elise,Rengar
35976,Vladimir,Irelia,Jayce,TwistedFate,Kaisa,Ezreal,Thresh,Blitzcrank,LeeSin,Ekko
35978,Vladimir,Malzahar,Jayce,Katarina,Ezreal,Vayne,Blitzcrank,Thresh,Olaf,LeeSin
35979,Cassiopeia,Kayle,Talon,Katarina,Vayne,Kaisa,Gragas,Blitzcrank,RekSai,Olaf
35980,Akali,Ornn,Katarina,Zed,Xayah,Kaisa,Rakan,Karma,Khazix,Nidalee
35982,Vayne,Kennen,Galio,Garen,Xayah,Caitlyn,Thresh,Fiddlesticks,Kindred,Gragas
35985,Akali,Hecarim,Kayle,Fizz,Lucian,Kaisa,Blitzcrank,Nautilus,XinZhao,Warwick
35987,Aatrox,Irelia,Syndra,Fizz,Jhin,Ashe,Shen,Zyra,Nidalee,Khazix
35989,Aatrox,Kled,AurelionSol,Velkoz,Varus,Xayah,Morgana,Nautilus,Twitch,Kindred
35991,Tristana,Jax,Ekko,Zoe,Xayah,Lucian,Pyke,Alistar,LeeSin,Gragas
35994,Lucian,Renekton,Orianna,Vladimir,Kaisa,Ezreal,Nautilus,Braum,Elise,Gragas
35998,Renekton,Pantheon,Leblanc,Zoe,Varus,MissFortune,Thresh,Blitzcrank,Elise,Nidalee
36000,Jax,Riven,Lissandra,Akali,Kaisa,Ezreal,Illaoi,Karma,Elise,Gragas
36001,Kled,Jax,Leblanc,Katarina,Ezreal,Kaisa,TahmKench,Nautilus,Elise,Gragas
36004,Pantheon,Vladimir,Pyke,Leblanc,Lucian,Ezreal,Bard,Shen,Elise,JarvanIV
36005,Akali,Yasuo,Garen,Kled,Kaisa,Xayah,Alistar,Blitzcrank,Olaf,Elise
36006,Kayle,Camille,Pantheon,Zed,Xayah,Garen,Leona,Yuumi,Kindred,Shyvana
36007,Rengar,Kled,Camille,Talon,MissFortune,Ashe,Poppy,Blitzcrank,Elise,Karthus
36011,Ornn,Camille,Vladimir,Katarina,Kaisa,Ashe,Nautilus,Pyke,Olaf,Elise
36015,Sylas,Kennen,Yasuo,Zoe,Kaisa,Lucian,Blitzcrank,Zyra,LeeSin,Amumu
36016,Fiora,Viktor,Camille,Aatrox,Jhin,Ezreal,Lux,Fiddlesticks,JarvanIV,Gragas
36020,Camille,Kayle,Zed,Aatrox,Jinx,Ezreal,Morgana,Janna,Karthus,Gragas
36023,Camille,Kennen,TwistedFate,Irelia,Tristana,Lucian,Rakan,Swain,Nidalee,LeeSin
36024,Kennen,Zilean,Yasuo,Galio,Tristana,Kaisa,Alistar,Karma,Taliyah,Skarner
36026,Irelia,Jayce,Zoe,Camille,Caitlyn,Lucian,Poppy,Thresh,LeeSin,Karthus
36027,Mordekaiser,Aatrox,Lux,Galio,Vayne,Ezreal,Morgana,Pyke,Qiyana,Karthus
36028,Kayle,Ornn,Zed,Yasuo,Lucian,Kaisa,Rakan,Nautilus,Malphite,Taliyah
36029,Chogath,Vladimir,Fizz,Pantheon,Kaisa,Lucian,Morgana,Heimerdinger,Gragas,Elise
36037,Aatrox,Jayce,Galio,TwistedFate,Kaisa,Ezreal,Nautilus,Volibear,Khazix,Nidalee
36039,Renekton,Kennen,Yasuo,Kayle,Kaisa,Ezreal,Alistar,Karma,JarvanIV,Kayn
36045,Hecarim,Kayle,Yasuo,Ahri,Ezreal,MissFortune,Morgana,Brand,Gragas,Twitch
36046,Jayce,Akali,Sylas,Ekko,Lucian,Ashe,Thresh,Nautilus,RekSai,DrMundo
36048,Renekton,Hecarim,Zoe,Syndra,Ezreal,Vayne,Pyke,Blitzcrank,Gragas,RekSai
36050,Kayle,Vladimir,Zilean,Leblanc,Jinx,Lucian,Morgana,Nautilus,RekSai,Shyvana
36052,Renekton,Camille,Kayle,Fizz,Lucian,Xayah,Zilean,Rakan,Elise,LeeSin
36057,Rumble,Vladimir,Talon,Akali,Jinx,MissFortune,Leona,Nami,Khazix,Qiyana
36060,Ornn,Sion,Viktor,Akali,Draven,Kaisa,Fiddlesticks,Thresh,Khazix,Ekko
36062,Poppy,Kayle,Twitch,Akali,Xayah,Ashe,Rakan,Volibear,Ekko,JarvanIV
36064,Fiora,Gangplank,Camille,MonkeyKing,Rengar,Twitch,Soraka,Nautilus,Nidalee,Taliyah
36066,Akali,Camille,Garen,Taliyah,Kaisa,Lucian,Nautilus,Blitzcrank,Kindred,Qiyana
36067,Vladimir,Jax,Talon,TwistedFate,Varus,Lucian,Camille,Ornn,Olaf,Taliyah
36073,Riven,Kayle,Ekko,MonkeyKing,Yasuo,Kaisa,Nautilus,Braum,Sylas,Shaco
36075,Pantheon,Jax,Akali,AurelionSol,Xayah,Twitch,Rakan,Janna,LeeSin,RekSai
36076,Poppy,Aatrox,Chogath,AurelionSol,Xayah,Twitch,Zyra,Janna,Kayn,Nunu
36080,Camille,Kayle,Fizz,Xerath,Ashe,Twitch,Braum,Taric,Graves,Khazix
36081,Gangplank,Akali,Yasuo,Renekton,Kaisa,Twitch,Fiddlesticks,Rakan,Karthus,Ekko
36082,Garen,Poppy,Pantheon,Viktor,Kaisa,Twitch,Leona,Alistar,Gragas,Ekko
36085,Viktor,Mordekaiser,Jayce,Vladimir,Jinx,Twitch,Nautilus,Braum,Olaf,Ekko
36086,Irelia,Jayce,Leblanc,Nocturne,Varus,Jinx,Braum,Thresh,Qiyana,JarvanIV
36088,Quinn,Fiora,Leblanc,Vladimir,Varus,Ashe,Karma,Bard,LeeSin,Ekko
36089,Quinn,Mordekaiser,Pantheon,Renekton,Kaisa,Vayne,Morgana,Thresh,LeeSin,Karthus
36095,Riven,Kled,Orianna,Ekko,Lucian,Zilean,Malphite,Leona,Ekko,Kaisa
36098,Gangplank,Aatrox,Akali,Pantheon,Twitch,Kaisa,Blitzcrank,Bard,Ekko,Karthus
36102,Heimerdinger,MonkeyKing,Zoe,Talon,Karma,Syndra,Blitzcrank,Nami,Khazix,Ekko
36103,Rengar,Jax,Zoe,Zilean,Caitlyn,Twitch,Morgana,Ekko,LeeSin,Graves
36108,Shen,Ekko,Camille,Karthus,Jax,Kaisa,Nautilus,Volibear,Elise,Twitch
36109,Vladimir,Kennen,Irelia,Syndra,Ashe,Xayah,Morgana,Bard,Ekko,LeeSin
36110,Shen,Vladimir,Katarina,Veigar,Draven,Twitch,Braum,Yuumi,Elise,Qiyana
36111,Shen,Volibear,Katarina,Zoe,Draven,Twitch,Braum,Nami,Elise,LeeSin
36114,Ekko,Camille,Karthus,Leblanc,Twitch,Kaisa,Pyke,Nautilus,LeeSin,Elise
36117,Poppy,Vladimir,Darius,Galio,Twitch,Ashe,Thresh,Volibear,Ekko,LeeSin
36121,Akali,Vladimir,Irelia,Qiyana,Twitch,Kaisa,Pyke,Thresh,MonkeyKing,Ekko
36122,Jayce,Sion,Neeko,Qiyana,Twitch,Jinx,Rakan,Nautilus,Ekko,RekSai
36127,Gangplank,Jax,Renekton,Ryze,Twitch,Ashe,Rakan,Soraka,Ekko,Elise
36130,Jayce,Karma,Leblanc,Nocturne,Ezreal,Twitch,TahmKench,Volibear,Nidalee,Ekko
36147,Jax,Ekko,Fizz,Azir,Garen,Kaisa,Yuumi,Nautilus,LeeSin,Warwick
36150,Kennen,Jax,Leblanc,Ahri,Kaisa,Twitch,Nautilus,Lulu,Camille,Qiyana
36151,Jayce,Vladimir,Qiyana,Ekko,Lucian,Twitch,Bard,Lux,Gragas,LeeSin
36153,Ryze,Gangplank,Renekton,Galio,Lucian,Twitch,Thresh,Volibear,Elise,Ekko
36157,Pantheon,Lucian,Zoe,Leblanc,MissFortune,Ezreal,Maokai,Bard,Karthus,Kindred
36160,Vladimir,Jayce,Akali,Galio,Xayah,Kaisa,Rakan,Shen,LeeSin,RekSai
36161,Jayce,Irelia,Akali,Ahri,Ezreal,Ashe,TahmKench,Janna,LeeSin,Nidalee
36165,Kayle,Camille,Akali,Leblanc,Xayah,Kaisa,Poppy,Nautilus,LeeSin,Elise
36166,Quinn,Renekton,Pantheon,Ryze,Jinx,Lucian,Alistar,Lux,Fiddlesticks,Elise
36167,Kayle,Vladimir,Jayce,Akali,Ashe,Lucian,Morgana,Fiddlesticks,XinZhao,LeeSin
36179,Akali,Renekton,Lucian,Singed,Kaisa,Heimerdinger,Shen,Blitzcrank,Shyvana,LeeSin
36180,Jayce,Gangplank,Kayle,Zoe,Kaisa,Ezreal,Leona,TahmKench,Rengar,LeeSin
36184,Vladimir,Gangplank,Pyke,Ryze,Xayah,Jinx,Rakan,Thresh,Kindred,LeeSin
36204,Lucian,Kayle,Fizz,Qiyana,Ezreal,Xayah,Nautilus,Leona,Khazix,LeeSin
36209,Gangplank,Akali,Aatrox,Camille,Ezreal,Kaisa,TahmKench,Leona,Karthus,LeeSin
36210,Fiora,DrMundo,Akali,Yasuo,Lucian,Vladimir,Pyke,Karma,RekSai,Vi
36211,Akali,Irelia,Yasuo,Katarina,Swain,Vayne,Leona,Nautilus,Olaf,RekSai
36212,Renekton,Mordekaiser,Yasuo,Katarina,Ezreal,Lucian,Janna,Bard,Elise,Garen
36213,Camille,Lulu,Kayle,TwistedFate,Lucian,Jinx,Janna,Blitzcrank,Nidalee,LeeSin
36217,Shen,Jax,Akali,Heimerdinger,Ezreal,Kaisa,Soraka,Nautilus,LeeSin,Nidalee
36224,Akali,Camille,Qiyana,Lucian,Kaisa,Xayah,TahmKench,Rakan,JarvanIV,Nidalee
36226,Jax,Akali,Kayle,Vladimir,Ashe,Ezreal,TahmKench,Blitzcrank,Elise,Khazix
36229,Karma,Yasuo,Talon,Vladimir,Vayne,Ezreal,Blitzcrank,Pyke,RekSai,Olaf
36233,Zilean,Camille,Kled,Syndra,Heimerdinger,MissFortune,Thresh,Morgana,Jax,Nidalee
36234,Camille,Illaoi,Kayle,Orianna,Caitlyn,Sivir,Nami,Karma,Nidalee,RekSai
36235,Vladimir,Illaoi,Camille,TwistedFate,Caitlyn,Kaisa,Morgana,Braum,RekSai,Nidalee
36239,Akali,Garen,Xerath,Kayle,Kaisa,Lucian,Leona,Nautilus,Olaf,RekSai
36243,Gangplank,Jayce,Viktor,Heimerdinger,MissFortune,Ezreal,Nautilus,Soraka,Shyvana,Taliyah
36244,Gangplank,Poppy,Garen,Galio,Syndra,Xayah,Blitzcrank,Soraka,Zac,Kindred
36248,Shen,Irelia,Sylas,Kayle,Ashe,Kaisa,Thresh,Morgana,LeeSin,Garen
36251,Yasuo,Kayle,Annie,Talon,Kaisa,Ezreal,Blitzcrank,Volibear,Nidalee,XinZhao
36252,Quinn,Kayle,TwistedFate,Kassadin,Jinx,Xayah,Nautilus,Rakan,Elise,XinZhao
36254,Akali,Jax,Morgana,Talon,Xayah,Cassiopeia,Thresh,Karma,LeeSin,Gragas
36256,Shen,Aatrox,Yasuo,Lissandra,Caitlyn,Xayah,Karma,Bard,Gragas,LeeSin
36257,Renekton,Shen,Talon,Irelia,Lucian,Ezreal,Galio,Lux,Elise,Karthus
36259,Vladimir,Gangplank,Camille,Fizz,MissFortune,Xayah,TahmKench,Janna,Olaf,Elise
36260,Jax,Camille,Akali,Velkoz,Ezreal,MissFortune,Lux,Blitzcrank,Khazix,Taliyah
36262,Kayle,Ryze,Lux,Fizz,Kaisa,Xayah,Gragas,Darius,Kindred,LeeSin
36264,Garen,Teemo,Malzahar,Qiyana,Ezreal,Xayah,Rakan,Leona,Kayn,Jax
36266,Vayne,Garen,Kassadin,Zoe,Ashe,Kaisa,Volibear,Lulu,Zac,LeeSin
36267,Vayne,Tristana,TwistedFate,Garen,Caitlyn,Kaisa,Lux,Gragas,Taliyah,Elise
36271,Poppy,Kayle,Talon,Nocturne,Xayah,Ezreal,Blitzcrank,Morgana,Karthus,RekSai
36272,Akali,Kayle,Malphite,Aatrox,Lucian,Kaisa,Morgana,Nautilus,Ekko,Nidalee
36273,Tristana,Fiora,Orianna,Zed,Caitlyn,Jhin,Teemo,Morgana,LeeSin,Kayn
36274,Vi,Galio,Vladimir,Urgot,Xayah,Caitlyn,Blitzcrank,Xerath,LeeSin,Kayn
36275,Gangplank,Riven,Zoe,Ekko,Caitlyn,Xayah,Rakan,Rakan,LeeSin,LeeSin
36277,Akali,Irelia,Kayle,Lux,Xayah,Kaisa,Swain,Thresh,Nocturne,RekSai
36280,Aatrox,Vladimir,Lux,Gangplank,Kaisa,Lucian,Gragas,Janna,Vi,LeeSin
36281,Renekton,Vladimir,Taliyah,Galio,Kaisa,Ezreal,Morgana,Karma,Elise,Vi
36282,Jayce,Jax,TwistedFate,Akali,Ezreal,Kaisa,Janna,Leona,Nidalee,Ekko
36284,Sylas,Jax,Akali,Ryze,Kaisa,Ezreal,Lux,Gragas,Kayn,Ekko
36287,Vladimir,Camille,Garen,Syndra,Kaisa,Karma,Blitzcrank,Janna,RekSai,LeeSin
36291,Vladimir,Sylas,Qiyana,Yasuo,Lucian,Xayah,Nautilus,Lux,Elise,LeeSin
36297,Kennen,Garen,Akali,Leblanc,Kaisa,Xayah,Gragas,Janna,Nidalee,Elise
36298,Jayce,Aatrox,TwistedFate,Velkoz,Garen,Ezreal,Yuumi,Lux,LeeSin,RekSai
36303,Vladimir,Ryze,Qiyana,Talon,MissFortune,Xayah,Janna,Blitzcrank,Olaf,Elise
36305,Fiora,Jayce,Akali,Zoe,Lucian,Ezreal,Nami,Janna,LeeSin,Olaf
36315,Aatrox,Kled,Leblanc,Vladimir,Yasuo,Ezreal,Alistar,Janna,Graves,Ekko
36316,Poppy,Jax,Fizz,Vladimir,Ezreal,Xayah,Janna,Karma,Graves,Ekko
36319,Camille,Renekton,Lucian,Heimerdinger,Ezreal,Kaisa,Soraka,Janna,Nidalee,Karthus
36321,Irelia,Mordekaiser,Kassadin,Kayle,Ezreal,MissFortune,Lux,Janna,LeeSin,RekSai
36322,Renekton,Sion,Garen,Lux,Kaisa,Xayah,Velkoz,Thresh,Karthus,LeeSin
36328,Gnar,Irelia,Galio,Lux,Xayah,Caitlyn,Leona,Rakan,JarvanIV,Karthus
36331,Lucian,Rengar,Galio,Karma,Jinx,Ezreal,Thresh,Janna,JarvanIV,Nunu
36334,Hecarim,Ryze,Qiyana,Riven,Draven,Kaisa,Nami,Volibear,Nunu,LeeSin
36344,Kled,Ryze,Qiyana,Aatrox,Xayah,MissFortune,Janna,TahmKench,Ekko,Nidalee
36345,Lucian,Quinn,Zoe,Lux,Ashe,Draven,Blitzcrank,Leona,Ekko,Shyvana
36356,Kayle,Fiora,Ryze,Zac,Tristana,Ashe,Alistar,Morgana,Graves,Elise
36364,Fiora,Jax,Malphite,Zoe,Kaisa,Xayah,Gragas,Thresh,Nidalee,RekSai
36370,Azir,Aatrox,Quinn,Lissandra,Lucian,MissFortune,Rakan,Janna,Elise,Ekko
36372,Fiora,Irelia,Taliyah,Leblanc,Ezreal,Ashe,Karma,Janna,Fiddlesticks,Khazix
36376,Fiora,Darius,Lulu,Viktor,Kaisa,Ezreal,Thresh,Bard,Karthus,Shaco
36381,Jax,Shen,Zoe,Syndra,Lucian,Ashe,Leona,Morgana,Nidalee,LeeSin
36383,Mordekaiser,Fiora,Qiyana,Galio,MissFortune,Jinx,Thresh,Nautilus,LeeSin,Nidalee
36389,Jayce,Jax,Orianna,TwistedFate,Ashe,Draven,Thresh,Neeko,Zac,Karthus
36390,Kassadin,Fiora,Pyke,Camille,Lucian,Kaisa,Braum,Bard,Nidalee,Elise
36391,Fiora,Gangplank,Camille,Pantheon,Caitlyn,Ashe,Soraka,Bard,Ekko,Taliyah
36392,Jax,Renekton,Ekko,Kled,Lucian,Kaisa,Karma,Thresh,Elise,Karthus
36396,Fiora,Jax,Vladimir,Jayce,Ashe,Kaisa,Janna,Leona,Elise,Nidalee
36399,Shen,Fiora,Malzahar,Kayle,Lucian,Kaisa,Bard,Thresh,RekSai,Elise
